,km,delta_year,target,lower,upper,90.0 percentile variation,model
143,0.5137230501636175,10,139539510.0,127650476.0,151428543.0,-9.0,honda freed (2009-2014) psd
144,0.03733281549629448,7,173036596.0,161147563.0,184925629.0,-7.0,honda freed (2009-2014) psd
145,-1.0898454824358628,5,191975096.0,180086063.0,203864129.0,-6.0,honda freed (2009-2014) psd
146,-0.6273538322627327,9,151968519.0,140079485.0,163857552.0,-8.0,honda freed (2009-2014) psd
147,0.8770363824761822,9,148570639.0,136681606.0,160459672.0,-8.0,honda freed (2009-2014) psd
148,-0.8835025776735252,6,189965786.0,178076753.0,201854820.0,-6.0,honda freed (2009-2014) psd
149,0.4200236843196937,8,165269935.0,153380901.0,177158968.0,-7.0,honda freed (2009-2014) psd
150,0.5645813448717665,7,164260568.0,152371535.0,176149602.0,-7.0,honda freed (2009-2014) psd
151,1.0373189448613283,9,153369167.0,141480133.0,165258200.0,-8.0,honda freed (2009-2014) psd
152,-0.885143167825401,7,164908321.0,153019288.0,176797354.0,-7.0,honda freed (2009-2014) psd
153,-1.080651986679125,8,142485833.0,130596800.0,154374867.0,-8.0,honda freed (2009-2014) psd
154,0.9301543579595563,10,136302500.0,124413467.0,148191533.0,-9.0,honda freed (2009-2014) psd
155,1.7589000209061605,7,151825833.0,139936800.0,163714867.0,-8.0,honda freed (2009-2014) psd
156,-0.3369074663183862,8,151643717.0,139754684.0,163532750.0,-8.0,honda freed (2009-2014) psd
157,-0.6115051123049894,4,146812500.0,134923467.0,158701533.0,-8.0,honda freed (2009-2014) psd
158,1.7586214301256533,8,160611706.0,148722672.0,172500739.0,-7.0,honda freed (2009-2014) psd
159,0.14691185582912902,5,176420000.0,164530967.0,188309033.0,-7.0,honda freed (2009-2014) psd
160,-1.6713263504167377,7,164345708.0,152456675.0,176234741.0,-7.0,honda freed (2009-2014) psd
161,0.36337689228322845,8,157597935.0,145708901.0,169486968.0,-8.0,honda freed (2009-2014) psd
162,-0.11805893096439178,8,164596695.0,152707662.0,176485728.0,-7.0,honda freed (2009-2014) psd
163,0.9323521296724464,7,170755402.0,158866368.0,182644435.0,-7.0,honda freed (2009-2014) psd
164,0.17734015996674946,10,148270649.0,136381616.0,160159682.0,-8.0,honda freed (2009-2014) psd
165,0.0410164047052231,7,172916596.0,161027563.0,184805629.0,-7.0,honda freed (2009-2014) psd
166,1.2420831685341251,9,150846667.0,138957633.0,162735700.0,-8.0,honda freed (2009-2014) psd
167,-0.9104639743203894,8,155386344.0,143497311.0,167275377.0,-8.0,honda freed (2009-2014) psd
168,-0.2674145438474219,4,168200000.0,156310967.0,180089033.0,-7.0,honda freed (2009-2014) psd
169,0.49013569741400737,6,168812500.0,156923467.0,180701533.0,-7.0,honda freed (2009-2014) psd
170,-0.8877433484434682,7,162195154.0,150306121.0,174084188.0,-7.0,honda freed (2009-2014) psd
171,-0.0010508031513650736,9,158978429.0,147089395.0,170867462.0,-7.0,honda freed (2009-2014) psd
172,1.1601155700026715,10,138005000.0,126115967.0,149894033.0,-9.0,honda freed (2009-2014) psd
173,0.06621339307554155,8,161797095.0,149908062.0,173686129.0,-7.0,honda freed (2009-2014) psd
174,0.2864858368632395,8,153191696.0,141302663.0,165080730.0,-8.0,honda freed (2009-2014) psd
175,2.5604676054877284,10,147730000.0,135840967.0,159619033.0,-8.0,honda freed (2009-2014) psd
176,-0.8878362120369707,7,162195154.0,150306121.0,174084188.0,-7.0,honda freed (2009-2014) psd
177,0.03733281549629448,7,173036596.0,161147563.0,184925629.0,-7.0,honda freed (2009-2014) psd
178,-0.0996409849197487,10,142314167.0,130425133.0,154203200.0,-8.0,honda freed (2009-2014) psd
179,0.6962000113958378,7,170960402.0,159071368.0,182849435.0,-7.0,honda freed (2009-2014) psd
180,3.0265809358074525,10,146820000.0,134930967.0,158709033.0,-8.0,honda freed (2009-2014) psd
181,-1.2259525559792168,5,190014010.0,178124977.0,201903043.0,-6.0,honda freed (2009-2014) psd
182,-0.5445814159209249,7,156861896.0,144972862.0,168750929.0,-8.0,honda freed (2009-2014) psd
183,-0.37226552706161103,5,141313154.0,121310819.0,161315488.0,-14.0,toyota avanza 1.3 g m/t
184,-0.06265072360479809,6,141498019.0,121495685.0,161500354.0,-14.0,toyota avanza 1.3 g m/t
185,4.1158574193849065,9,107415000.0,87412665.0,127417335.0,-19.0,toyota avanza 1.3 g m/t
186,-0.7971703570354355,4,150196532.0,130194198.0,170198867.0,-13.0,toyota avanza 1.3 g m/t
187,-0.4783165882937424,6,132033965.0,112031630.0,152036299.0,-15.0,toyota avanza 1.3 g m/t
188,-0.5667435569800716,3,161517436.0,141515102.0,181519771.0,-12.0,toyota avanza 1.3 g m/t
189,1.3791970861858105,11,106245000.0,86242665.0,126247335.0,-19.0,toyota avanza 1.3 g m/t
190,-0.48173194038957484,5,145943820.0,125941486.0,165946155.0,-14.0,toyota avanza 1.3 g m/t
